page_title,revision_id,quality_score
Manuel_Marrero_Cruz,1232587321,Start
Rubén_Martínez_Puente,1180190049,Stub
Augusto_Martínez_Sánchez,1227744657,C
Bartolomé_Masó,1244157626,Start
Ramón_Meza_y_Suárez_Inclán,1231615289,Start
Rafael_Montoro,1243522972,Stub
Bartolomé_Morales,1247766152,Start
José_Núñez_de_Cáceres,1245769290,FA
Juan_Vitalio_Acuña_Núñez,1226339054,Stub
Frank_País,1239091687,C
Pedro_Esteban_González-Larrinaga,1236334617,Start
Guillermo_Portela,1243523143,Start
Juan_Nepomuceno_de_Quesada,1247766173,C
Luis_Alberto_Rodríguez_López-Calleja,1232888485,Start
Francisco_Sánchez_Betancourt,1238415935,Start
"Salvador_José_de_Muro,_2nd_Marquis_of_Someruelos",1245227544,GA
Laureano_de_Torres_y_Ayala,1242072670,C
Salvador_Valdés_Mesa,1208194413,Start
Antonio_Zambrana,1243494819,B
Mine_Atlı,1236408162,Stub
Christos_Christou_(politician),1238915793,Start
Ioannis_Clerides,1241434918,Start
Katherine_Clerides,1247374009,C
Takis_Evdokas,1225988181,Stub
Oz_Karahan,1247898976,Start
Stelios_Koiliaris,1227623541,Stub
Andreas_Koukouma,1230635455,C
Pantelis_Kouros,1222103574,Stub
Kyrillos_III_of_Cyprus,1247976080,Start
Michalis_Paraskevas,1115935468,C
Christos_Patsalides,1227623663,Stub
Nicos_A._Rolandis,1227623813,Start
Benon_Sevan,1233091293,C
Stefanos_Stefanou,1214952087,B
Michael_Zampelas,1215793256,Start
Josef_Barák,1226223919,Stub
Dagmar_Burešová,1193622801,C
František_Ringo_Čech,1240795935,C
Jaroslav_Chalupský,1117846787,Stub
Count_Václav_Antonín_Chotek_of_Chotkov_and_Vojnín,1214682376,Start
Petr_Cibulka,1210656703,Start
Josef_Šebestián_Daubek,1187583083,Start
Karel_Domin,1233866042,Start
Jaroslav_Foldyna,1244076107,Start
Vladimír_Franz,1248620062,C
Josef_Václav_Frič,1221494976,Start
Radola_Gajda,1220980390,C
Julius_Gregr,395521877,Stub
Tomáš_Grulich,1248266864,Stub
Karel_Havlík,1100828466,Stub
Eduard_Hedvicek,1215043825,Stub
Vladimír_Hučín,1123581664,Start
Stanislav_Huml,1235129120,Stub
Martin_Jahn,1214958856,Start
Antonín_Janoušek,1241436446,Start
Josef_Ježek,1220213589,C
Ladislav_Jirků,1121164966,Stub
Svatopluk_Karásek,1174014061,Stub
"Wenzel_Anton,_Prince_of_Kaunitz-Rietberg",1250983651,C
Philip_Kinsky_of_Wchinitz_and_Tettau,1173967196,Start
Bohuslav_Kokotek,1153657412,Start
Jiří_Kopal,1229089252,C
Jan_Krejčí,1133055905,C
Tomáš_Kvapil,1180976983,Stub
Jan_Lacina,1193596060,GA
Lubomír_Ledl,1189600825,Stub
Miroslav_Lidinský,1226706928,C
Jiří_Lobkowicz,1036408754,Stub
Jiří_Löw,1241435562,C
Ivan_Mašek,1174219428,Stub
Mikuláš_of_Hus,1243344552,Stub
Zdeněk_Mraček,1106394242,Stub
Jana_Nečasová,1238159043,Stub
Joseph_Nekl,1218312060,Stub
Jiří_Oberfalzer,1209099891,Start
Roman_Onderka,1185739645,Stub
Vladimír_Oplt,1193837597,Stub
Mojmír_Povolný,1191275971,GA
Vladimír_Príkazský,1130269382,Start
Ondřej_Přikryl,1225554044,Start
Jozef_Regec,1215884348,Stub
František_Reichel,1174354877,Stub
Bedřich_Reicin,1195019933,Start
Richard_Sacher,1240158146,Stub
Tomáš_Eduard_Šilinger,1164900220,Stub
Karel_Sladkovský,1217162203,Start
Karel_Štogl,1139514275,Start
Matěj_Stropnický,1247626057,Stub
Jiří_Svoboda_(director),1250870275,Start
Miroslav_Tetter,1208274112,Start
"Leopold,_Count_von_Thun_und_Hohenstein",1215186791,C
Tomáš_Vandas,1243347736,Start
Jiří_Ventruba,1179850177,Stub
Jan_Vrba_(politician),1149096884,Stub
Stanislav_Žalud,1186170185,Stub
Moussa_Ali_Abdoulkader,1237461240,Stub
Djama_Ali_Moussa,1242429887,Stub
Choukri_Djibah,1210382017,Start
Omar_Farah_Iltireh,1188245774,Start
Daher_Ahmed_Farah,1227261426,Start
Ahmed_Goumane-Roble,1249145342,Stub
Halo_Mohamed_Ibrahim,1242619858,Stub
Barkat_Gourad_Hamadou,1245230730,C
Mahmoud_Harbi,1244367159,C
Abdallah_Barkat_Ibrahim,1242619513,Stub
Mohamed_Kamil,1227261336,Stub
Mahamoud_Moustapha_Daher,1242620013,Stub
Ahmed-Idriss_Moussa,1227261395,Stub
Omar_Osman_Rabe,1192322872,Start
Mohamed_Warsama_Ragueh,1180804922,Stub
President_of_the_Dominican_Republic,1246219040,C
Johnny_Abbes,1237096837,Start
José_Rafael_Abinader,1246218847,Start
Yamil_Abreu_Navarro,1186292250,Stub
Roberto_Álvarez_Gil,1243351560,Stub
Casimiro_Antonio_Marte_Familia,1246218553,C
Ramón_Marrero_Aristy,1196178615,C
José_María_Cabral_y_Báez,1246218215,Start
José_María_Caminero,1249249650,C
Miguel_Cocco,1225782262,Stub
Ramón_Tapia_Espinal,1146487630,Start
Viriato_Fiallo,1212880453,Start
Franklin_Franco,1145626271,Start
José_Gabriel_García,1239572304,C
Rosa_Gómez_de_Mejía,1246218785,Start
Maximiliano_Gómez,1130694664,Stub
Juan_Isidro_Jimenes_Grullón,1244792376,Start
Isabel_Mayer,1246218881,Start
Valentin_Medrano_Pérez,1243880685,Start
Miguel_Mejía_(politician),957199596,Stub
Matías_Ramón_Mella,1246218102,FA
Guillermo_Moreno_García,1203520512,C
Juan_Vicente_Moscoso,1245769154,Start
José_Ignacio_Paliza,1246218251,Start
Porfirio_Andrés_Bautista_García,1246218772,C
Emilio_Prud'Homme,1211467310,C
Ramón_Antonio_Ramírez,1223123873,Start
Roberto_Salcedo_Sr.,993659584,Stub
Juan_Sánchez_Ramírez,1247189451,B
Francisco_del_Rosario_Sánchez,1246219145,FA
Julián_Serulle,1225691930,Start
Josefina_Stubbs,1088363736,Start
Jack_Veneno,1246218392,C
Geovanny_Vicente,1242935342,C
Abelardo_Vicioso,1217485696,C
Elías_Wessin_y_Wessin,1247954393,Start
Jorge_Radhamés_Zorrilla_Ozuna,1196364434,C
Aliança_de_Araújo,1200126483,Start
Manuel_Carrascalão,1209003568,Start
Brigida_Antónia_Correia,1215933839,Start
Isabel_da_Costa_Ferreira,1246452294,C
Albina_Marçal_Freitas,1112274488,Start
Ángela_Freitas,1146093179,Start
Justino_Mota,1244598725,Start
Olinda_Morais,1009671491,Start
Manuel_Magalhaes_de_Oliveira,1195585917,Stub
Alfredo_Pires,1242893918,Start
Nino_Konis_Santana,1226226208,Stub
José_Abílio_Osório_Soares,1244452248,Start
João_da_Costa_Tavares,1171957107,C
Mário_Viegas_Carrascalão,1245418200,B
Maria_Terezinha_Viegas,1235479870,Start
Luzmila_Abad,1244503818,Start
Julio_Martinez_Acosta,1197437642,Stub
Carlos_Arizaga_Toral,1209006227,Stub
Aurora_Estrada_y_Ayala,1216930716,Start
Fernando_Balda,1228185867,Start
María_Sol_Corral,1244050054,Start
Jaime_Durán_Barba,1247684886,C
Xavier_Enderica,1231714844,Start
Isabel_Enriquez,1244754119,Start
Ibeth_Estupiñán,1197438913,Start
Guillermo_Franco_(Ecuadorian_general),1217991983,Start
Galo_Lara,1227282963,Start
Andrea_González_Náder,1237644052,Start
Pablo_Guerrero_Martinez,1197438720,Start
Agustín_Intriago,1246861962,C
Jaminton_Intriago,1248108232,Start
Roberto_Izurieta,1247633454,C
Marcel_Jacobo_Laniado_de_Wind,1244463510,C
Luis_A._Martínez,1230753198,Start
Pedro_Moncayo,1220668792,Stub
Mayra_Montaño,1231714830,Start
Fabrizio_Moreira,1216179522,C
Diego_Morejón,1203541349,Stub
Catalina_Ontaneda,1235477428,Start
Johanna_Ortiz,1197439260,Start
Mónica_Palencia,1246133526,Start
Ismael_Pérez_Pazmiño,1246458509,Stub
Filoteo_Samaniego,1228185877,Start
Gabriela_Sommerfeld,1225405935,Start
Arianna_Tanca,1225861640,Start
Alfredo_Vera_Vera,1225834159,Stub
Paola_Vintimilla,1215715521,Start
Mariana_Yumbay,1244174358,Start
Ahmad_Pasha_al-Munkali,1216528648,Start
Ahmed_Issa_(Egyptian_politician),1212669631,Start
Hamdi_al-Sayyid,1214462628,Stub
Mohsen_Badawi,1226333719,Start
Abdelfattah_al-Banna,1221423218,Stub
Joseph_Cattaui,1250093996,C
Khaled_Dawoud,1238466466,Start
Nabil_Dibis,1169476396,Stub
Ahmed_Emad_El-Din_Radi,1190632866,Stub
Sameh_Seif_El-Yazal,1179919329,Start
Ibrahim_El-Gohary,1221932048,Start
Mamdouh_Habib,1245969900,B
Rafik_Habib,1112390859,Start
Hisham_Amna,1161616362,Stub
Mohamed_Ismail,1214429734,Stub
Khaled_Aly_el-Bakly,1221811539,Stub
Mostafa_Madbouly,1248662813,GA
Mahmoud_Ahmad_Ibiary,1183781331,Start
Mahmoud_Esmat,1164899761,Stub
Mona_Makram-Ebeid,1184351418,Start
Gawdat_al-Malt,1197821084,Start
Ahmad_Mazlum,1204273685,Start
George_Messiha,1065964569,Stub
Mohamed_Maait,1232708705,Start
Mostafa_Alnagar,1232632742,C
Omar_Marwan,1232585318,Start
Qatawi_family,1231696068,C
Diaa_Rashwan,1236697683,Start
Talaat_Sadat,1203826601,Start
Soares_family,1249966412,C
Soha_Gendi,1221811571,Stub
Youssef_Zulficar_Pasha,1241283836,C
Abdullah_Omran_Taryam,1198632236,Start
Ahmed_bin_Mohammed_Al_Maktoum,1233798238,Start
Mohamed_bin_Hadi_Al_Hussaini,1244074611,C
Hassan_al_Diqqi,1197455262,C
Ahmed_bin_Rashid_Al_Maktoum,1233797941,Start
Ahmed_bin_Saeed_Al_Maktoum,1248018288,C
Mohammed_bin_Khalifa_Al_Maktoum,1174785297,Stub
Saeed_bin_Maktoum_bin_Hasher_Al_Maktoum,1235793193,GA
Hawaa_Al_Mansoori,1234875531,GA
Mohammed_bin_Saud_Al_Qasimi,1222566472,Start
Hamed_bin_Zayed_Al_Nahyan,1244999389,C
Khaled_bin_Mohamed_Al_Nahyan,1249535350,C
Mohammed_bin_Khalifa_bin_Zayed_Al_Nahyan,1177986904,Stub
Mohamed_bin_Zayed_Al_Nahyan,1250912775,B
Saeed_bin_Zayed_Al_Nahyan,1177986909,Start
Saqr_bin_Zayed_Al_Nahyan,1199874821,Stub
Shakhbut_bin_Sultan_Al_Nahyan,1244331023,Start
Mohammed_Hussein_Al_Shaali,1224261260,Stub
Abdulaziz_Nasser_Al_Shamsi,1249127813,Start
Ahmad_Al_Tayer,1177332322,Stub
Vice_President_of_the_United_Arab_Emirates,1248662237,Start
Felipe_Hinestrosa_Ikaka,1243089428,Stub
Manuel_Osa_Nsue_Nsua,1251043345,C
Ahmed_Mohammed_Nasser,1250125770,Start
Ambaye_Wolde_Mariam,1210750106,C
Girma_Asmerom,1245112869,Start
Tedla_Bairu,1192857899,Stub
Hamid_Ferej,1191770131,Stub
Berhane_Habtemariam,1222041277,Stub
Habtezion_Hadgu,1250526937,Start
Ibrahim_Harun,1131754356,Stub
Abraha_Kassa,1234388675,Stub
Abdulkadir_Kebire,1239319423,C
Abraham_Kidane,1145201600,Stub
Mohammed_Saeed_Nawed,1238224339,Stub
Ibrahim_Omer,1225914040,C
Ali_Radai,1135756082,Stub
Romodan_Mohammed_Nur,1238345049,Start
Lehte_Hainsalu,1241897171,Start
Carl_Robert_Jakobson,1239944302,Start
August_Janson,1242168347,Stub
Elmar_Järvesoo,1241971618,Start
Harald_Laksberg,1241969141,Stub
Jüri_Liim,1242177191,Stub
Andi_Meister,1219566686,Stub
Friedrich_Niggol,1250774229,Start
Andrei_Prii,1241968483,Stub
Theodor_Rõuk,1242178040,Stub
Toomas_Sildmäe,1183340383,Start
Heino_Sisask,1241969242,Stub
Ants_Tamme,1241849026,Stub
Kirill_Teiter,1199847042,Stub
Georg_Trašanov,1248969934,Stub
Atnafu_Abate,1214761583,C
Abdirahman_Eid_Daahir,1233387219,Start
Mohamed_Abdulghani,1131726162,Stub
Abraham_Tekeste,1224366851,Start
Agegnehu_Teshager,1242182622,Start
Almayahu_Haile,1162392075,Start
Getachew_Assefa,1238974408,Start
Habtamu_Ayalew_Teshome,1246420960,GA
Lake_Ayalew,1219878989,Stub
Saharla_Abdulahi_Bahdon,1204248404,Stub
Juneidi_Basha,1234533615,Start
Binalf_Andualem,1240260904,Stub
Mekdes_Daba,1212557754,Stub
Darge_Sahle_Selassie,1242232622,C
Asrat_Desta,1193968561,Start
Ergoge_Tesfaye,1237243972,Start
Fitsum_Assefa,1240230949,Stub
Demelash_Gebremichael,1219872816,Start
Alimirah_Hanfare,1250176148,GA
Ibrahim_Harun,1131754356,Stub
Mawlid_Hayir,1079991048,Stub
Adem_Ibrahim,1015964623,Stub
Kemal_Hashi_Mohamoud,1197960601,Start
Kitaw_Ejigu,1246978732,C
Lencho_Letta,1234533713,Start
Getahun_Mekuria,1209709210,Start
Melatework_Hailu,1206836042,Stub
Mogus_Wolde_Mikael,1193968324,Start
Adem_Mohammed,1225860802,Stub
Jawar_Mohammed,1234533731,C
Belete_Molla,1199380443,Start
Mulu_Solomon,1188668236,Stub
Su'ad_Ahmed_Farah,1145175185,Stub
Tadesse_Birru,1247092369,C
Frehiwot_Tamiru,1246156753,Start
Taye_Atskeselassie,1250104755,Stub
Habtamu_Tegegne,1209709278,Stub
Tekle_Wolde_Hawaryat,1243325381,Start
Teklewold_Atnafu,1244410095,Start
Temesgen_Tiruneh,1236566558,Start
Tsegaye_Mamo,1207573326,Stub
Andargachew_Tsege,1192804898,C
Yilkal_Kefale,1238897608,Stub
Sophia_Yilma,1240741842,C
Erik_Berg_(politician),1175482820,Stub
Arthur_Brofeldt,1172784623,Stub
Anders_Chydenius,1237345246,C
Selim_Ekbom,1238920235,Stub
Simon_Ekpa,1249750092,GA
Erik_Fleming_(councilor),1171255115,Stub
Klaus_Fleming,1242155197,Start
Timo_Furuholm,1244928673,C
Jakob_Gadolin,1194343032,Start
Mikhail_Fyodorovich_Ganskau,1159662514,Stub
Carl_Axel_Gottlund,1241745255,C
Lars_Gabriel_von_Haartman,1227056319,Start
Ilkka_Hakalehto,1106130121,Stub
Shawn_Huff,1248783720,C
Max_Jakobson,1164505452,Start
Fritz_Arthur_Jusélius,1176811934,Stub
Aleksander_von_Kothen,1221166897,Stub
Paul_Kraatz,1244843931,Stub
Antti_Kuosmanen,1245068759,Stub
Carl_Fabian_Langenskiöld,1246601762,Stub
Reino_Ragnar_Lehto,1246163886,Stub
Keijo_Liinamaa,1224595301,Start
Olavi_Mäenpää,1238920237,Start
Nils_Mustelin,1234849765,Start
Johan_Mauritz_Nordenstam,1177200759,C
Jaakko_Numminen,1223402940,Stub
Kirsi_Piha,1011166320,Stub
Toivo_Topias_Pohjala,1166608674,Stub
Karl_August_Ramsay,1230788776,Stub
Elisabeth_Rehn,1223402708,C
Matti_Saarinen,1169424743,Stub
Georg_Magnus_Sprengtporten,1249237629,GA
Jacob_Magnus_Sprengtporten,1235736355,C
Aleksander_Strandman,1175875161,Stub
Christoffer_Taxell,1223403006,Start
Heikki_Heikinpoika_Vaanila,1250970116,Stub
Jaana_Vasama,1242177029,Stub
Miranda_Vuolasranta,1147171503,Start
Nils_Westermarck,1222041570,Start
Anders_Wirenius,1208137842,Stub
Konni_Zilliacus_(senior),1244155264,Start
Pierre_Baudis,1242210360,Start
Jean-François_Bazin,1249283885,Start
Soheib_Bencheikh,1247574563,Start
Georges_Berthoin,1242210523,Stub
Albert_Bourderon,1242210573,C
Bureau_de_La_Rivière,1186806947,Start
Étienne-Laurent-Pierre_Burnel,1242210968,Start
Jean_Capelle_(politician),1242211055,Stub
Ignace_Caseneuve,1242211094,Start
Charles_Cassal,1242211126,Stub
Eddy_Casterman,1242211173,Start
Jacques_la_Caze,1156612646,Stub
Jean_Charbonnel,1242211337,Stub
Jean_Auguste_de_Chastenet_de_Puységur,1242211402,Stub
Pierre-Jean-Baptiste_Chaussard,1226291178,Start
Henri_Philippe_de_Chauvelin,1242211499,Stub
Denis_Clavel,1242211544,Start
Bruno_Clavet,1244708767,Stub
Maurice_Colrat,1143025717,Stub
Jean_Cotereau,1204915513,Start
Paul_Cotte,1185924083,Stub
Michel_Craplet,1087935075,Stub
Jacques_Antoine_Creuzé-Latouche,1208378471,C
Yves_de_Daruvar,1113513795,Stub
Sandra_Delannoy,1235911333,Stub
Victor_Denain,1200165043,Start
Louis_Grégoire_Deschamps_Destournelles,1146428534,C
Martial_Borye_Desrenaudes,1067855906,Stub
Nicolas_du_Bosc,1067934529,Start
Guillaume_du_Tillot,1228954562,C
Théodore_Ducos,1150936922,Start
Édouard_Dunglas,1235409307,C
Jules-François-Paul_Fauris_de_Saint-Vincens,1190836759,Start
Jacques_Fournier_(government_official),1118405005,Start
Jean_Frydman,1244924499,Start
Xavier_de_Fürst,1248011706,Stub
Charles_Ganilh,1067808226,Start
Agénor_de_Gasparin,1219133343,C
Joseph_Matthias_Gérard_de_Rayneval,1223968504,Start
Charles_Le_Bègue_de_Germiny,1226239671,C
Roland_Giberti,955452341,Stub
Brigitte_Girardin,1208933505,Start
Madeleine_de_Grandmaison,1245655403,Stub
Jean-Henry-Louis_Greffulhe,1171320970,Stub
Alain_Griset,1177914220,Start
Odette_Grzegrzulka,1104771590,Start
Guillaume_IV_de_Melun,1067877319,Stub
Joseph-Ignace_Guillotin,1236960439,C
Joseph_Guinard,1226313448,Stub
Maurice_d'Hartoy,995050241,Stub
Guy_Hascoët,1211160728,Stub
Paul_Hay_du_Chastelet,1234583273,Stub
Georges_Humann,1082744637,GA
Philippe_Hurault_de_Cheverny,1243544132,Stub
Jean_Louvet_(politician),1242210736,Stub
Étienne_de_La_Grange,1067940807,Stub
Guillaume-Xavier_Labbey_de_Pompières,1123950119,GA
Joachim_Labrouche,1153276048,Stub
Chrétien_François_de_Lamoignon_de_Basville,1243543068,Stub
Antoine-Adrien_Lamourette,1245710505,Start
Hyacinthe_Gaëtan_de_Lannion,1164055828,Stub
Louis_Lareng,1172945590,Stub
Hippolyte_Laroche,1239515352,Start
Jean_Le_Mercier,1242753649,Start
Julien_Leonardelli,1244346386,Stub
Charles_Luca,1056918597,Stub
Jacques-Antoine_Manuel,1214329727,Start
Jacques_Marquet_de_Montbreton_de_Norvins,1226330852,Start
Henri_Martin_(winemaker),1237299772,Start
Philippe_Massoni,1234574618,Stub
Jean_Mattéoli,1232840219,Start
Charlemagne_de_Maupas,1058537657,C
Jeanne_Mélin,1212292139,C
Paul_Mentré,1195582162,Start
Dominique_Meyer,1228711565,Start
Joseph_François_Augustin_Monneron,1233379299,Stub
Gérard_Montassier,1224351881,Start
Guillaume-Isidore_Baron_de_Montbel,1011997346,C
Bernard_Morel_(economist),1133063202,Start
Alex_Moscovitch,1189789885,Start
Bernard_Mourad,1234045540,Start
Ilham_Moussaïd,1179014867,Stub
Albert_Ollivier,1242209715,Stub
Érik_Orsenna,1242209759,Start
Joseph_Ostermann,1242209654,Stub
Louis_Pailhas,1153278086,Start
Philippe_Paolantoni,1204714650,Stub
Alexandre_Parodi,1240170365,GA
Hélène_Pelosse,1244217829,Start
Gilles_Pennelle,1244346827,Start
François-Xavier_de_Peretti,1227759150,Stub
Joseph_Périer,1182278156,GA
Victor_Perret,1014506148,C
Marc_Perrin_de_Brichambaut,1243149451,Start
Marcel_Petiot,1238343251,C
Henri_Peyroux_de_la_Coudrenière,1227330329,Start
"Louis_Phélypeaux,_comte_de_Saint-Florentin",1174304784,Start
"Louis_Phélypeaux,_Marquis_of_La_Vrillière",1242496790,Start
"Louis_Phélypeaux,_Seigneur_of_La_Vrillière",1217063771,Stub
Pierre_Ferri-Pisani,1214518208,C
Ernest_Pinard,1097917556,C
Antoine_Portail,1034304794,Start
Michel_Pouzol,1050936152,Stub
Rodolphe_Prager,1083697354,Start
Gabriel_Puaux,1242249386,Stub
"Jean-Pierre_Casimir_de_Marcassus,_Baron_de_Puymaurin",1237402258,Stub
Jean-Marie_Rausch,1240169046,Stub
Marie_Roch_Louis_Reybaud,1242211689,Start
René_Ribière,1226476376,Stub
Antoine_Richard_du_Cantal,1223238225,C
Marthe_Richard,1246003128,GA
Joseph_Romain-Desfossés,1144306675,Start
Claude_Taleb,1190063231,Stub
François-Alexandre_Tardiveau,1186831209,Stub
Jean_Tavernier,1238919580,Stub
François_Auguste_de_Thou,1138918376,Stub
Charles_de_Varigny,1242210186,C
Gaston_Vidal,1242210222,Stub
Jean-Paul-Alban_Villeneuve-Barcement,1242210246,Stub
Mathurin_Anghiley,1177650175,Stub
Anguilè_Ré-Dowé,1242381206,Start
Jean-Hilaire_Aubame,1239996953,GA
Ida_Reteno_Assonouet,1152970577,Stub
Lee_White_(conservationist),1186832805,Stub
Amie_Bojang-Sissoho,1237362851,Start
Abdoulie_Bojang,1233734473,Stub
Buba_Samura,1244830184,Stub
Mai_Fatty,1151066074,Stub
Modou_Bamba_Gaye,1151065994,Stub
Amadou_Scattred_Janneh,1214288012,C
Fabakary_Jatta,1248653384,Start
Dawda_Jawara,1248194414,C
Joseph_Henry_Joof,1243508400,Stub
Ajaaratou_Satang_Jow,1175733791,Stub
Kunda_Kamara,1244830178,Stub
Fatou_Sanyang_Kinteh,1247250306,Start
Muhammed_Magassy,1151065996,Start
Alieu_Badara_Njie,1249462265,Start
Momodou_Sabally,1243625627,Start
Lamin_Saine,1137915624,Start
Pap_Cheyassin_Secka,1247083871,C
Alieu_Badara_Saja_Taal,1247050844,Stub
Werner_E._Ablaß,1242018201,Start
Shqiprim_Arifi,1245996635,Start
Lena_Arnoldt,1228301192,Start
Rudolf_Bahro,1246514462,C
Otto_Ballerstedt,1189113633,C
Bruno_Baum,1245092447,Start
Karl_Theodor_Bayrhoffer,1137678089,C
Otto_Beck,1226154964,Start
Gerhard_Besier,1248500772,C
Georg_von_Blumenthal,1243051498,C
Johann_Christian_von_Boyneburg,1249921858,Stub
Torben_Braga,1248547868,Start
Ignatz_Bubis,1191575496,C
Wolf-Michael_Catenhusen,1239972537,Start
John_Ehret,1237258272,Start
Dieter_Engels,1165387534,Stub
Christian_Wilhelm_Karl_Ewald,1226174343,Stub
Christian_August_von_Eyben,1150862730,Start
Georg_Fein,1222221753,Start
Heinrich_Fleißner,1069865479,Start
Winfried_Fockenberg,1225418442,Stub
Friedrich_Johannes_Frommann,1093387022,Start
Paul_Fugger_von_Kirchberg_und_Weißenhorn,1251055361,Stub
Günter_Gaus,1246337794,GA
Friedrich_von_Gentz,1248790750,C
Carl_Heinrich_Wilhelm_Hagen,1226188291,Stub
Gert_Haller,1068252041,Stub
Ludwig_Hassenpflug,1226116184,C
Hermann_Heller_(legal_scholar),1244979496,C
Jakob_Heller,1154908966,Stub
Ernst_Henrici,1239894377,B
Rudolf_Hilf,1065378015,Start
Joseph_Hillebrand,1220777049,Start
Franka_Hitzing,1228300948,Start
Herwart_von_Hohenburg,1247120291,Start
"Franz_Christoph_Anton,_Count_of_Hohenzollern-Sigmaringen",1244334799,Start
Friedrich_von_Holstein,1234065530,C
Martin_Horn_(politician),1143929714,Start
Christoph_Ernst_von_Houwald,1241312980,Start
Bernd_Hüttemann,1230379647,Start
Emilie_Kiep-Altenloh,1161356025,Stub
Johann_Ludwig_Klüber,1242565581,Stub
Werner_Knieper,1188787560,Start
Caio_Koch-Weser,1215567546,C
Tobias_Köck,1222073597,Start
Francis_Kruse,1226779277,Stub
Gottlob_Johann_Christian_Kunth,1233135330,Start
Dieter_Kunzelmann,1231353179,C
Marianne_Laqueur,1241574430,C
Charles_Lavy,1226204581,Stub
Karl_Ledderhose,1240898056,GA
Felix_Lichnowsky,1226205451,Start
Moriz_Lieber,1222045087,Start
Ludwig_von_Lützow_(politician),1239513332,Stub
Carl_Otto_von_Madai,1240634849,Stub
Armin_Mohler,1245358961,GA
Max_Montgelas,1226211497,Start
Wolfgang_Müller_von_Königswinter,1223428429,C
Joseph_Musiol,1173064538,Start
Theodor_Olshausen,1242256661,Start
Dietrich_Heinrich_Ludwig_von_Ompteda,1242565618,Start
Max_von_Oppenheim,1240981396,FA
Christian_Theodor_Overbeck,1240259800,Stub
Hans_Paasche,1240891443,C
Walter_von_Saint_Paul-Illaire,1227931073,C
Friedrich-Carl_Peus,1240004651,Stub
H._Busso_Peus,1240004707,Stub
Franz_Seraph_von_Pfistermeister,1231553705,Start
Adolf_Pilar_von_Pilchau,1237840723,Start
Gunter_Pleuger,1104322145,Stub
Johan_Rantzau,1240776519,Start
Prince_Richard_of_Hesse,1240804152,GA
Nela_Riehl,1242962207,Stub
Moritz_Rittinghausen,1144503312,B
Hermann_Schäfer,1221143754,C
Mike_Schubert,1210860457,C
Eduard_von_Schele_zu_Schelenburg,1231553871,Stub
Paul_Schiemann,1234101505,C
Ernst_Wilhelm_von_Schlabrendorf,1001280832,Stub
Friedrich_Gustav_Carl_Ulrich_Franz_von_Schnehen,971361950,Stub
"Joachim,_Count_of_Schönburg-Glauchau",1235919925,C
Peter_Schott,1158805969,Start
"Adam,_Count_of_Schwarzenberg",1243650424,C
Veit_Ludwig_von_Seckendorff,1228470873,C
Paul_Spiegel,1249590782,C
Ashok-Alexander_Sridharan,1250926280,C
Gerhard_Stahl,1237391547,C
Karl_von_Starck,1236241537,Stub
Henry_Ernest_of_Stolberg-Wernigerode,1230350617,Start
Anna_Strohsahl,1235511227,B
Bertram_von_Sturm,1146695614,Start
Heinrich_Sudermann,1226369269,Stub
Wolfgang_Templin,1233839679,Start
Stanislaw_Trabalski,1238513656,C
Adelheid_Tröscher,1222297199,Start
Heinrich_Voelter,1130505690,Start
Heinrich_Alois_von_Reigersberg,1228879346,Start
Curt_Wach,1227609154,Start
Ruth_Weckenmann,1243240587,Start
Hellmuth_Weiss,1244017494,Stub
Hugo_Wesendonck,1226378603,Start
Ludwig_Georg_Winter,1062661561,Stub
Hermann_Wittich,1226380770,Stub
Agyen_Kokobo,1187316535,Start
J._Nee_Amahtey_Hyde,1244174684,GA
Ofusu_Kwabi,1103370473,Stub
Sefis_Anastasakos,1232348830,Stub
Despina_Chatzivassiliou-Tsovilis,1246159519,Start
Sofoklis_Avraam_Choudaverdoglou-Theodotos,1232322281,Start
Christos_Daralexis,1083450519,Stub
Alcibiades_Diamandi,1225731455,C
Ioannis_Dimopoulos,1119564390,Stub
Georgios_Drys,1205444933,Stub
Georgios_Exintaris,1122203734,Stub
Antonis_Fosteridis,1226111002,GA
Asimakis_Fotilas,1238412906,Start
Spyridon_Galinos,1177420715,Stub
Ioannis_Gryparis_(1848-1922),1118204026,Stub
Theophilos_Kamberidis,1204621612,C
Stavros_Karampelas,1164966747,Stub
Giorgos_Katiforis,1221278854,Stub
Matthaios_Kofidis,1216081687,B
Georgios_Kourtoglou,1161584075,Stub
Failos_Kranidiotis,1156045704,Start
Eustathios_Lagakos,1118204107,Stub
Alexis_Liatis,1118203952,Stub
Nikolaos_Makris,1163124965,Stub
Ioannis_Malachias,1232322174,Stub
Ismail_Molla,1243379211,Stub
Yannis_Moralis_(politician),1243618134,Start
Traianos_Nallis,1247683483,Start
Theodoros_Negris,1248921819,Start
Nikos_Kosis,1173589571,Start
Alketas_Panagoulias,1247604735,C
Yiannis_Papadimitriou,1225990254,Stub
Fotis_Perlikos,1242765206,Start
Anni_Podimata,1157530218,Stub
Avraham_Rakanti,1226946571,Stub
Haris_Romas,1247440581,Start
Georgios_Romeos,1240228353,Stub
Vassilis_Rotas,1220371513,Start
Neoklis_Sarris,1179418320,Start
Simos_Simopoulos,1211043784,Stub
Sokratis_Famellos,1246982301,Start
Ioannis_Soutsos,1118204096,Stub
