name,url,country,page_title,Geography,Population,region,revision_id,quality_score
Ahmed Musa Dangiwa,https://en.wikipedia.org/wiki/Ahmed_Musa_Dangiwa,Nigeria,Ahmed_Musa_Dangiwa,Nigeria,223.8,WESTERN AFRICA,1200817722.0,C
David Dafinone,https://en.wikipedia.org/wiki/David_Dafinone,Nigeria,David_Dafinone,Nigeria,223.8,WESTERN AFRICA,1249772100.0,Start
Rukayya Dawayya,https://en.wikipedia.org/wiki/Rukayya_Dawayya,Nigeria,Rukayya_Dawayya,Nigeria,223.8,WESTERN AFRICA,1246220020.0,Start
Anamero Sunday Dekeri,https://en.wikipedia.org/wiki/Anamero_Sunday_Dekeri,Nigeria,Anamero_Sunday_Dekeri,Nigeria,223.8,WESTERN AFRICA,1247119892.0,Start
Tonto Dikeh,https://en.wikipedia.org/wiki/Tonto_Dikeh,Nigeria,Tonto_Dikeh,Nigeria,223.8,WESTERN AFRICA,1246220034.0,C
Dipo Dina,https://en.wikipedia.org/wiki/Dipo_Dina,Nigeria,Dipo_Dina,Nigeria,223.8,WESTERN AFRICA,1202540135.0,Start
Bunmi Dipo Salami,https://en.wikipedia.org/wiki/Bunmi_Dipo_Salami,Nigeria,Bunmi_Dipo_Salami,Nigeria,223.8,WESTERN AFRICA,1232995202.0,C
Donald Ojogo,https://en.wikipedia.org/wiki/Donald_Ojogo,Nigeria,Donald_Ojogo,Nigeria,223.8,WESTERN AFRICA,1250250353.0,Start
Usman Mamman Durkwa,https://en.wikipedia.org/wiki/Usman_Mamman_Durkwa,Nigeria,Usman_Mamman_Durkwa,Nigeria,223.8,WESTERN AFRICA,1197400198.0,Stub
David Edevbie,https://en.wikipedia.org/wiki/David_Edevbie,Nigeria,David_Edevbie,Nigeria,223.8,WESTERN AFRICA,1249043995.0,C
Yul Edochie,https://en.wikipedia.org/wiki/Yul_Edochie,Nigeria,Yul_Edochie,Nigeria,223.8,WESTERN AFRICA,1249801645.0,C
Edwin Clark (politician),https://en.wikipedia.org/wiki/Edwin_Clark_(politician),Nigeria,Edwin_Clark_(politician),Nigeria,223.8,WESTERN AFRICA,1197669418.0,Start
Alex Egbona,https://en.wikipedia.org/wiki/Alex_Egbona,Nigeria,Alex_Egbona,Nigeria,223.8,WESTERN AFRICA,1238986408.0,Start
Chris Ekiyor,https://en.wikipedia.org/wiki/Chris_Ekiyor,Nigeria,Chris_Ekiyor,Nigeria,223.8,WESTERN AFRICA,1213553243.0,Start
Ekperikpe Ekpo,https://en.wikipedia.org/wiki/Ekperikpe_Ekpo,Nigeria,Ekperikpe_Ekpo,Nigeria,223.8,WESTERN AFRICA,1249260265.0,C
Owoidighe Ekpoatai,https://en.wikipedia.org/wiki/Owoidighe_Ekpoatai,Nigeria,Owoidighe_Ekpoatai,Nigeria,223.8,WESTERN AFRICA,1236704701.0,Start
Alex Ekwueme,https://en.wikipedia.org/wiki/Alex_Ekwueme,Nigeria,Alex_Ekwueme,Nigeria,223.8,WESTERN AFRICA,1249045033.0,C
Uzoma Emenike,https://en.wikipedia.org/wiki/Uzoma_Emenike,Nigeria,Uzoma_Emenike,Nigeria,223.8,WESTERN AFRICA,1250224226.0,Start
Ken Erics,https://en.wikipedia.org/wiki/Ken_Erics,Nigeria,Ken_Erics,Nigeria,223.8,WESTERN AFRICA,1246220044.0,C
Tunde Eso,https://en.wikipedia.org/wiki/Tunde_Eso,Nigeria,Tunde_Eso,Nigeria,223.8,WESTERN AFRICA,1186199883.0,Start
Effiong Okon Eyo,https://en.wikipedia.org/wiki/Effiong_Okon_Eyo,Nigeria,Effiong_Okon_Eyo,Nigeria,223.8,WESTERN AFRICA,1179809941.0,Start
Love Ezema,https://en.wikipedia.org/wiki/Love_Ezema,Nigeria,Love_Ezema,Nigeria,223.8,WESTERN AFRICA,1221676650.0,Stub
Francis Adenigba Fadahunsi,https://en.wikipedia.org/wiki/Francis_Adenigba_Fadahunsi,Nigeria,Francis_Adenigba_Fadahunsi,Nigeria,223.8,WESTERN AFRICA,1158624834.0,Stub
Femi Falana,https://en.wikipedia.org/wiki/Femi_Falana,Nigeria,Femi_Falana,Nigeria,223.8,WESTERN AFRICA,1250200022.0,Start
Ayo Fasanmi,https://en.wikipedia.org/wiki/Ayo_Fasanmi,Nigeria,Ayo_Fasanmi,Nigeria,223.8,WESTERN AFRICA,1247053005.0,Start
Ayo Fayose,https://en.wikipedia.org/wiki/Ayo_Fayose,Nigeria,Ayo_Fayose,Nigeria,223.8,WESTERN AFRICA,1248860898.0,C
Babatunde Fowler,https://en.wikipedia.org/wiki/Babatunde_Fowler,Nigeria,Babatunde_Fowler,Nigeria,223.8,WESTERN AFRICA,1188312683.0,Start
Ismaila Isa Funtua,https://en.wikipedia.org/wiki/Ismaila_Isa_Funtua,Nigeria,Ismaila_Isa_Funtua,Nigeria,223.8,WESTERN AFRICA,1218160379.0,Start
Zakariyau Galadima,https://en.wikipedia.org/wiki/Zakariyau_Galadima,Nigeria,Zakariyau_Galadima,Nigeria,223.8,WESTERN AFRICA,1246948271.0,Stub
Abdullahi Idris Garba,https://en.wikipedia.org/wiki/Abdullahi_Idris_Garba,Nigeria,Abdullahi_Idris_Garba,Nigeria,223.8,WESTERN AFRICA,1185669268.0,Start
Alabo Dakorinama George-Kelly,https://en.wikipedia.org/wiki/Alabo_Dakorinama_George-Kelly,Nigeria,Alabo_Dakorinama_George-Kelly,Nigeria,223.8,WESTERN AFRICA,1216045204.0,Stub
Boma Goodhead,https://en.wikipedia.org/wiki/Boma_Goodhead,Nigeria,Boma_Goodhead,Nigeria,223.8,WESTERN AFRICA,1206181815.0,Start
Abdullahi Abubakar Gumel,https://en.wikipedia.org/wiki/Abdullahi_Abubakar_Gumel,Nigeria,Abdullahi_Abubakar_Gumel,Nigeria,223.8,WESTERN AFRICA,1250601261.0,Start
Hadi Sirika,https://en.wikipedia.org/wiki/Hadi_Sirika,Nigeria,Hadi_Sirika,Nigeria,223.8,WESTERN AFRICA,1240578422.0,C
Hamisu Musa,https://en.wikipedia.org/wiki/Hamisu_Musa,Nigeria,Hamisu_Musa,Nigeria,223.8,WESTERN AFRICA,1240396139.0,Stub
Cyril Godwin Hart,https://en.wikipedia.org/wiki/Cyril_Godwin_Hart,Nigeria,Cyril_Godwin_Hart,Nigeria,223.8,WESTERN AFRICA,1241090533.0,Stub
Herman Hembe,https://en.wikipedia.org/wiki/Herman_Hembe,Nigeria,Herman_Hembe,Nigeria,223.8,WESTERN AFRICA,1149491450.0,Stub
Humphrey Omo-Osagie,https://en.wikipedia.org/wiki/Humphrey_Omo-Osagie,Nigeria,Humphrey_Omo-Osagie,Nigeria,223.8,WESTERN AFRICA,1144218043.0,Start
Gregory Ibe,https://en.wikipedia.org/wiki/Gregory_Ibe,Nigeria,Gregory_Ibe,Nigeria,223.8,WESTERN AFRICA,1245461287.0,Stub
Akanu Ibiam,https://en.wikipedia.org/wiki/Akanu_Ibiam,Nigeria,Akanu_Ibiam,Nigeria,223.8,WESTERN AFRICA,1233279599.0,C
Ibrahim Tako,https://en.wikipedia.org/wiki/Ibrahim_Tako,Nigeria,Ibrahim_Tako,Nigeria,223.8,WESTERN AFRICA,1246222619.0,Start
Eric Kelechi Igwe,https://en.wikipedia.org/wiki/Eric_Kelechi_Igwe,Nigeria,Eric_Kelechi_Igwe,Nigeria,223.8,WESTERN AFRICA,1225736304.0,Stub
Dele Gboluga Ikengboju,https://en.wikipedia.org/wiki/Dele_Gboluga_Ikengboju,Nigeria,Dele_Gboluga_Ikengboju,Nigeria,223.8,WESTERN AFRICA,1236563572.0,Start
Alvan Ikoku,https://en.wikipedia.org/wiki/Alvan_Ikoku,Nigeria,Alvan_Ikoku,Nigeria,223.8,WESTERN AFRICA,1227608910.0,Start
S.G. Ikoku,https://en.wikipedia.org/wiki/S.G._Ikoku,Nigeria,S.G._Ikoku,Nigeria,223.8,WESTERN AFRICA,1140523065.0,C
Nkechi Ikpeazu,https://en.wikipedia.org/wiki/Nkechi_Ikpeazu,Nigeria,Nkechi_Ikpeazu,Nigeria,223.8,WESTERN AFRICA,1235151881.0,Start
Terkimbi Ikyange,https://en.wikipedia.org/wiki/Terkimbi_Ikyange,Nigeria,Terkimbi_Ikyange,Nigeria,223.8,WESTERN AFRICA,1202786191.0,Start
Neda Imasuen,https://en.wikipedia.org/wiki/Neda_Imasuen,Nigeria,Neda_Imasuen,Nigeria,223.8,WESTERN AFRICA,1246220457.0,Start
Christopher Imumolen,https://en.wikipedia.org/wiki/Christopher_Imumolen,Nigeria,Christopher_Imumolen,Nigeria,223.8,WESTERN AFRICA,1220771535.0,Start
Modupe Irele,https://en.wikipedia.org/wiki/Modupe_Irele,Nigeria,Modupe_Irele,Nigeria,223.8,WESTERN AFRICA,1193042351.0,Start
Joseph Itotoh,https://en.wikipedia.org/wiki/Joseph_Itotoh,Nigeria,Joseph_Itotoh,Nigeria,223.8,WESTERN AFRICA,1140514519.0,Stub
Sunday Iyahen,https://en.wikipedia.org/wiki/Sunday_Iyahen,Nigeria,Sunday_Iyahen,Nigeria,223.8,WESTERN AFRICA,1243726078.0,C
Osaigbovo Iyoha,https://en.wikipedia.org/wiki/Osaigbovo_Iyoha,Nigeria,Osaigbovo_Iyoha,Nigeria,223.8,WESTERN AFRICA,1232541045.0,Start
Rafiu Jafojo,https://en.wikipedia.org/wiki/Rafiu_Jafojo,Nigeria,Rafiu_Jafojo,Nigeria,223.8,WESTERN AFRICA,1246220604.0,Stub
Manasseh Daniel Jatau,https://en.wikipedia.org/wiki/Manasseh_Daniel_Jatau,Nigeria,Manasseh_Daniel_Jatau,Nigeria,223.8,WESTERN AFRICA,1238159613.0,Stub
Ibrahim Usman Jibril,https://en.wikipedia.org/wiki/Ibrahim_Usman_Jibril,Nigeria,Ibrahim_Usman_Jibril,Nigeria,223.8,WESTERN AFRICA,1250601270.0,C
Mercy Johnson,https://en.wikipedia.org/wiki/Mercy_Johnson,Nigeria,Mercy_Johnson,Nigeria,223.8,WESTERN AFRICA,1250924023.0,GA
Alex Kadiri,https://en.wikipedia.org/wiki/Alex_Kadiri,Nigeria,Alex_Kadiri,Nigeria,223.8,WESTERN AFRICA,1250590242.0,Start
Ahmad Babba Kaita,https://en.wikipedia.org/wiki/Ahmad_Babba_Kaita,Nigeria,Ahmad_Babba_Kaita,Nigeria,223.8,WESTERN AFRICA,1250601354.0,C
Balarabe Shehu Kakale,https://en.wikipedia.org/wiki/Balarabe_Shehu_Kakale,Nigeria,Balarabe_Shehu_Kakale,Nigeria,223.8,WESTERN AFRICA,1246220838.0,Stub
Dauda Kako Are,https://en.wikipedia.org/wiki/Dauda_Kako_Are,Nigeria,Dauda_Kako_Are,Nigeria,223.8,WESTERN AFRICA,1165025935.0,Stub
Onwuka Kalu,https://en.wikipedia.org/wiki/Onwuka_Kalu,Nigeria,Onwuka_Kalu,Nigeria,223.8,WESTERN AFRICA,1219858469.0,C
Idris Garba Kareka,https://en.wikipedia.org/wiki/Idris_Garba_Kareka,Nigeria,Idris_Garba_Kareka,Nigeria,223.8,WESTERN AFRICA,1243414573.0,Start
Ayodeji Karim,https://en.wikipedia.org/wiki/Ayodeji_Karim,Nigeria,Ayodeji_Karim,Nigeria,223.8,WESTERN AFRICA,1235211765.0,C
Mariam Yalwaji Katagum,https://en.wikipedia.org/wiki/Mariam_Yalwaji_Katagum,Nigeria,Mariam_Yalwaji_Katagum,Nigeria,223.8,WESTERN AFRICA,1222702415.0,C
Khalil Halilu,https://en.wikipedia.org/wiki/Khalil_Halilu,Nigeria,Khalil_Halilu,Nigeria,223.8,WESTERN AFRICA,1230812938.0,Start
Kingsley Kuku,https://en.wikipedia.org/wiki/Kingsley_Kuku,Nigeria,Kingsley_Kuku,Nigeria,223.8,WESTERN AFRICA,1232901103.0,GA
Ibrahim Aminu Kurami,https://en.wikipedia.org/wiki/Ibrahim_Aminu_Kurami,Nigeria,Ibrahim_Aminu_Kurami,Nigeria,223.8,WESTERN AFRICA,1223117994.0,Stub
Abdulkadir Kure,https://en.wikipedia.org/wiki/Abdulkadir_Kure,Nigeria,Abdulkadir_Kure,Nigeria,223.8,WESTERN AFRICA,1249044878.0,Stub
Ahmed Kusamotu,https://en.wikipedia.org/wiki/Ahmed_Kusamotu,Nigeria,Ahmed_Kusamotu,Nigeria,223.8,WESTERN AFRICA,1221714733.0,Start
Isaac Kwallu,https://en.wikipedia.org/wiki/Isaac_Kwallu,Nigeria,Isaac_Kwallu,Nigeria,223.8,WESTERN AFRICA,1246139130.0,Start
Michael Kwanashie,https://en.wikipedia.org/wiki/Michael_Kwanashie,Nigeria,Michael_Kwanashie,Nigeria,223.8,WESTERN AFRICA,1246565093.0,C
Abba Kyari,https://en.wikipedia.org/wiki/Abba_Kyari,Nigeria,Abba_Kyari,Nigeria,223.8,WESTERN AFRICA,1248451106.0,C
Titilayo Laoye-Tomori,https://en.wikipedia.org/wiki/Titilayo_Laoye-Tomori,Nigeria,Titilayo_Laoye-Tomori,Nigeria,223.8,WESTERN AFRICA,1246888806.0,Start
Albert Legogie,https://en.wikipedia.org/wiki/Albert_Legogie,Nigeria,Albert_Legogie,Nigeria,223.8,WESTERN AFRICA,1175840512.0,Stub
Salisu Abubakar Maikasuwa,https://en.wikipedia.org/wiki/Salisu_Abubakar_Maikasuwa,Nigeria,Salisu_Abubakar_Maikasuwa,Nigeria,223.8,WESTERN AFRICA,1246234621.0,Stub
Khamisu Ahmed Mailantarki,https://en.wikipedia.org/wiki/Khamisu_Ahmed_Mailantarki,Nigeria,Khamisu_Ahmed_Mailantarki,Nigeria,223.8,WESTERN AFRICA,1153781449.0,Start
Ibrahim Makama Misau,https://en.wikipedia.org/wiki/Ibrahim_Makama_Misau,Nigeria,Ibrahim_Makama_Misau,Nigeria,223.8,WESTERN AFRICA,1251041715.0,Start
Ahmed Marafa,https://en.wikipedia.org/wiki/Ahmed_Marafa,Nigeria,Ahmed_Marafa,Nigeria,223.8,WESTERN AFRICA,1249041342.0,Stub
Badiyya Hassan Mashi,https://en.wikipedia.org/wiki/Badiyya_Hassan_Mashi,Nigeria,Badiyya_Hassan_Mashi,Nigeria,223.8,WESTERN AFRICA,1241297432.0,Start
Louis Mbanefo,https://en.wikipedia.org/wiki/Louis_Mbanefo,Nigeria,Louis_Mbanefo,Nigeria,223.8,WESTERN AFRICA,1246222636.0,C
Sebastian Okechukwu Mezu,https://en.wikipedia.org/wiki/Sebastian_Okechukwu_Mezu,Nigeria,Sebastian_Okechukwu_Mezu,Nigeria,223.8,WESTERN AFRICA,1164841567.0,C
Zubby Michael,https://en.wikipedia.org/wiki/Zubby_Michael,Nigeria,Zubby_Michael,Nigeria,223.8,WESTERN AFRICA,1249961006.0,C
Mohammed Sani Idriss,https://en.wikipedia.org/wiki/Mohammed_Sani_Idriss,Nigeria,Mohammed_Sani_Idriss,Nigeria,223.8,WESTERN AFRICA,1211656983.0,Stub
Danladi Mohammed,https://en.wikipedia.org/wiki/Danladi_Mohammed,Nigeria,Danladi_Mohammed,Nigeria,223.8,WESTERN AFRICA,1118324123.0,Stub
Janet Nwadiogo Mokelu,https://en.wikipedia.org/wiki/Janet_Nwadiogo_Mokelu,Nigeria,Janet_Nwadiogo_Mokelu,Nigeria,223.8,WESTERN AFRICA,1057572468.0,Start
Fati Muhammad,https://en.wikipedia.org/wiki/Fati_Muhammad,Nigeria,Fati_Muhammad,Nigeria,223.8,WESTERN AFRICA,1246220058.0,Start
Sunusi Musa,https://en.wikipedia.org/wiki/Sunusi_Musa,Nigeria,Sunusi_Musa,Nigeria,223.8,WESTERN AFRICA,1214808205.0,Start
Saliu Mustapha,https://en.wikipedia.org/wiki/Saliu_Mustapha,Nigeria,Saliu_Mustapha,Nigeria,223.8,WESTERN AFRICA,1250321633.0,Start
Umar Namadi,https://en.wikipedia.org/wiki/Umar_Namadi,Nigeria,Umar_Namadi,Nigeria,223.8,WESTERN AFRICA,1250601272.0,Start
Muhammad Mamman Nami,https://en.wikipedia.org/wiki/Muhammad_Mamman_Nami,Nigeria,Muhammad_Mamman_Nami,Nigeria,223.8,WESTERN AFRICA,1200771302.0,Start
Ajuri Ngelale,https://en.wikipedia.org/wiki/Ajuri_Ngelale,Nigeria,Ajuri_Ngelale,Nigeria,223.8,WESTERN AFRICA,1246148444.0,C
Suleiman Oba Nimota,https://en.wikipedia.org/wiki/Suleiman_Oba_Nimota,Nigeria,Suleiman_Oba_Nimota,Nigeria,223.8,WESTERN AFRICA,1147339670.0,Start
Uchechukwu Nnam-Obi,https://en.wikipedia.org/wiki/Uchechukwu_Nnam-Obi,Nigeria,Uchechukwu_Nnam-Obi,Nigeria,223.8,WESTERN AFRICA,1242953473.0,Stub
Frank Nneji,https://en.wikipedia.org/wiki/Frank_Nneji,Nigeria,Frank_Nneji,Nigeria,223.8,WESTERN AFRICA,1221528261.0,Start
Justin Nnorom,https://en.wikipedia.org/wiki/Justin_Nnorom,Nigeria,Justin_Nnorom,Nigeria,223.8,WESTERN AFRICA,1210096515.0,Start
Blessing Nwagba,https://en.wikipedia.org/wiki/Blessing_Nwagba,Nigeria,Blessing_Nwagba,Nigeria,223.8,WESTERN AFRICA,1180361858.0,Start
Dozie Nwankwo,https://en.wikipedia.org/wiki/Dozie_Nwankwo,Nigeria,Dozie_Nwankwo,Nigeria,223.8,WESTERN AFRICA,1216142634.0,Start
Nnia Nwodo,https://en.wikipedia.org/wiki/Nnia_Nwodo,Nigeria,Nnia_Nwodo,Nigeria,223.8,WESTERN AFRICA,1248330373.0,Start
Oba C. D. Akran,https://en.wikipedia.org/wiki/Oba_C._D._Akran,Nigeria,Oba_C._D._Akran,Nigeria,223.8,WESTERN AFRICA,1140518309.0,Stub
Patrick Obahiagbon,https://en.wikipedia.org/wiki/Patrick_Obahiagbon,Nigeria,Patrick_Obahiagbon,Nigeria,223.8,WESTERN AFRICA,1191433333.0,Start
Gaius Obaseki,https://en.wikipedia.org/wiki/Gaius_Obaseki,Nigeria,Gaius_Obaseki,Nigeria,223.8,WESTERN AFRICA,1238316276.0,Start
Peter Odey,https://en.wikipedia.org/wiki/Peter_Odey,Nigeria,Peter_Odey,Nigeria,223.8,WESTERN AFRICA,1249042317.0,C
Bernard Odoh,https://en.wikipedia.org/wiki/Bernard_Odoh,Nigeria,Bernard_Odoh,Nigeria,223.8,WESTERN AFRICA,1246220787.0,C
Godwin Ogbaga,https://en.wikipedia.org/wiki/Godwin_Ogbaga,Nigeria,Godwin_Ogbaga,Nigeria,223.8,WESTERN AFRICA,1249702099.0,Start
Chigozie Ogbu,https://en.wikipedia.org/wiki/Chigozie_Ogbu,Nigeria,Chigozie_Ogbu,Nigeria,223.8,WESTERN AFRICA,1241972007.0,Stub
Osita Ogbu,https://en.wikipedia.org/wiki/Osita_Ogbu,Nigeria,Osita_Ogbu,Nigeria,223.8,WESTERN AFRICA,1249458548.0,C
Chris Ogiemwonyi,https://en.wikipedia.org/wiki/Chris_Ogiemwonyi,Nigeria,Chris_Ogiemwonyi,Nigeria,223.8,WESTERN AFRICA,1188502780.0,C
Clem Ohameze,https://en.wikipedia.org/wiki/Clem_Ohameze,Nigeria,Clem_Ohameze,Nigeria,223.8,WESTERN AFRICA,1246220069.0,Start
Abubakar Sadiku Ohere,https://en.wikipedia.org/wiki/Abubakar_Sadiku_Ohere,Nigeria,Abubakar_Sadiku_Ohere,Nigeria,223.8,WESTERN AFRICA,1250563956.0,C
Sinatu Ojikutu,https://en.wikipedia.org/wiki/Sinatu_Ojikutu,Nigeria,Sinatu_Ojikutu,Nigeria,223.8,WESTERN AFRICA,1140522870.0,Start
Edward Ikem Okeke,https://en.wikipedia.org/wiki/Edward_Ikem_Okeke,Nigeria,Edward_Ikem_Okeke,Nigeria,223.8,WESTERN AFRICA,1141350487.0,Start
J. O. J. Okezie,https://en.wikipedia.org/wiki/J._O._J._Okezie,Nigeria,J._O._J._Okezie,Nigeria,223.8,WESTERN AFRICA,1246965044.0,Stub
Kenneth Okonkwo,https://en.wikipedia.org/wiki/Kenneth_Okonkwo,Nigeria,Kenneth_Okonkwo,Nigeria,223.8,WESTERN AFRICA,1246220072.0,Start
Daniel Okungbowa,https://en.wikipedia.org/wiki/Daniel_Okungbowa,Nigeria,Daniel_Okungbowa,Nigeria,223.8,WESTERN AFRICA,1246220482.0,Start
Doyin Okupe,https://en.wikipedia.org/wiki/Doyin_Okupe,Nigeria,Doyin_Okupe,Nigeria,223.8,WESTERN AFRICA,1247060831.0,GA
Samson Okwu,https://en.wikipedia.org/wiki/Samson_Okwu,Nigeria,Samson_Okwu,Nigeria,223.8,WESTERN AFRICA,1159264529.0,Start
Alabi Hassan Olajoku,https://en.wikipedia.org/wiki/Alabi_Hassan_Olajoku,Nigeria,Alabi_Hassan_Olajoku,Nigeria,223.8,WESTERN AFRICA,1169612000.0,C
Ali Olanusi,https://en.wikipedia.org/wiki/Ali_Olanusi,Nigeria,Ali_Olanusi,Nigeria,223.8,WESTERN AFRICA,1158721985.0,Start
Raheem Olawuyi,https://en.wikipedia.org/wiki/Raheem_Olawuyi,Nigeria,Raheem_Olawuyi,Nigeria,223.8,WESTERN AFRICA,1140522153.0,Stub
Funmilayo Olayinka,https://en.wikipedia.org/wiki/Funmilayo_Olayinka,Nigeria,Funmilayo_Olayinka,Nigeria,223.8,WESTERN AFRICA,1230459371.0,C
Folake Olunloyo,https://en.wikipedia.org/wiki/Folake_Olunloyo,Nigeria,Folake_Olunloyo,Nigeria,223.8,WESTERN AFRICA,1245626495.0,Start
Evelyn Omavowan Oboro,https://en.wikipedia.org/wiki/Evelyn_Omavowan_Oboro,Nigeria,Evelyn_Omavowan_Oboro,Nigeria,223.8,WESTERN AFRICA,1241784585.0,Stub
Adedayo Omolafe,https://en.wikipedia.org/wiki/Adedayo_Omolafe,Nigeria,Adedayo_Omolafe,Nigeria,223.8,WESTERN AFRICA,1177285621.0,Start
Emmanuel Onwe,https://en.wikipedia.org/wiki/Emmanuel_Onwe,Nigeria,Emmanuel_Onwe,Nigeria,223.8,WESTERN AFRICA,1244578373.0,C
D. K. Onwenu,https://en.wikipedia.org/wiki/D._K._Onwenu,Nigeria,D._K._Onwenu,Nigeria,223.8,WESTERN AFRICA,1243230589.0,Stub
Nkeiruka Onyejeocha,https://en.wikipedia.org/wiki/Nkeiruka_Onyejeocha,Nigeria,Nkeiruka_Onyejeocha,Nigeria,223.8,WESTERN AFRICA,1177240756.0,C
Wenike Opurum Briggs,https://en.wikipedia.org/wiki/Wenike_Opurum_Briggs,Nigeria,Wenike_Opurum_Briggs,Nigeria,223.8,WESTERN AFRICA,1250419442.0,C
Kayode Otitoju,https://en.wikipedia.org/wiki/Kayode_Otitoju,Nigeria,Kayode_Otitoju,Nigeria,223.8,WESTERN AFRICA,1250590195.0,Start
Luqman Oyebisi Ilaka,https://en.wikipedia.org/wiki/Luqman_Oyebisi_Ilaka,Nigeria,Luqman_Oyebisi_Ilaka,Nigeria,223.8,WESTERN AFRICA,1243032430.0,Start
Gboyega Oyetola,https://en.wikipedia.org/wiki/Gboyega_Oyetola,Nigeria,Gboyega_Oyetola,Nigeria,223.8,WESTERN AFRICA,1246797559.0,C
Amal Pepple,https://en.wikipedia.org/wiki/Amal_Pepple,Nigeria,Amal_Pepple,Nigeria,223.8,WESTERN AFRICA,1228528579.0,Start
Prince B.B Apugo,https://en.wikipedia.org/wiki/Prince_B.B_Apugo,Nigeria,Prince_B.B_Apugo,Nigeria,223.8,WESTERN AFRICA,1246487385.0,Start
Dikko Umar Radda,https://en.wikipedia.org/wiki/Dikko_Umar_Radda,Nigeria,Dikko_Umar_Radda,Nigeria,223.8,WESTERN AFRICA,1248858099.0,C
Gbadebo Rhodes-Vivour,https://en.wikipedia.org/wiki/Gbadebo_Rhodes-Vivour,Nigeria,Gbadebo_Rhodes-Vivour,Nigeria,223.8,WESTERN AFRICA,1245870190.0,GA
Rufai Hanga,https://en.wikipedia.org/wiki/Rufai_Hanga,Nigeria,Rufai_Hanga,Nigeria,223.8,WESTERN AFRICA,1242932427.0,Stub
Saheed Popoola,https://en.wikipedia.org/wiki/Saheed_Popoola,Nigeria,Saheed_Popoola,Nigeria,223.8,WESTERN AFRICA,1211497548.0,Start
Iziaq Adekunle Salako,https://en.wikipedia.org/wiki/Iziaq_Adekunle_Salako,Nigeria,Iziaq_Adekunle_Salako,Nigeria,223.8,WESTERN AFRICA,1246732640.0,Start
Bamidele Salam,https://en.wikipedia.org/wiki/Bamidele_Salam,Nigeria,Bamidele_Salam,Nigeria,223.8,WESTERN AFRICA,1240825566.0,C
Thompson Salubi,https://en.wikipedia.org/wiki/Thompson_Salubi,Nigeria,Thompson_Salubi,Nigeria,223.8,WESTERN AFRICA,1207104477.0,Start
Yabagi Sani,https://en.wikipedia.org/wiki/Yabagi_Sani,Nigeria,Yabagi_Sani,Nigeria,223.8,WESTERN AFRICA,1249041750.0,Start
Sanusi Ohiare,https://en.wikipedia.org/wiki/Sanusi_Ohiare,Nigeria,Sanusi_Ohiare,Nigeria,223.8,WESTERN AFRICA,1215474601.0,C
Olusola Saraki,https://en.wikipedia.org/wiki/Olusola_Saraki,Nigeria,Olusola_Saraki,Nigeria,223.8,WESTERN AFRICA,1249041363.0,C
Mamman Shata,https://en.wikipedia.org/wiki/Mamman_Shata,Nigeria,Mamman_Shata,Nigeria,223.8,WESTERN AFRICA,1227339915.0,C
Garba Shehu,https://en.wikipedia.org/wiki/Garba_Shehu,Nigeria,Garba_Shehu,Nigeria,223.8,WESTERN AFRICA,1250601333.0,C
Mustapha Baba Shehuri,https://en.wikipedia.org/wiki/Mustapha_Baba_Shehuri,Nigeria,Mustapha_Baba_Shehuri,Nigeria,223.8,WESTERN AFRICA,1244587845.0,Start
Terhemba Shija,https://en.wikipedia.org/wiki/Terhemba_Shija,Nigeria,Terhemba_Shija,Nigeria,223.8,WESTERN AFRICA,1140522160.0,Stub
Moses Shipi,https://en.wikipedia.org/wiki/Moses_Shipi,Nigeria,Moses_Shipi,Nigeria,223.8,WESTERN AFRICA,1186613019.0,Start
Kunle Soname,https://en.wikipedia.org/wiki/Kunle_Soname,Nigeria,Kunle_Soname,Nigeria,223.8,WESTERN AFRICA,1220848508.0,Start
Otunba Fatai Sowemimo,https://en.wikipedia.org/wiki/Otunba_Fatai_Sowemimo,Nigeria,Otunba_Fatai_Sowemimo,Nigeria,223.8,WESTERN AFRICA,1220229522.0,Start
Omoyele Sowore treason charges,https://en.wikipedia.org/wiki/Omoyele_Sowore_treason_charges,Nigeria,Omoyele_Sowore_treason_charges,Nigeria,223.8,WESTERN AFRICA,1248583203.0,C
Olaokun Soyinka,https://en.wikipedia.org/wiki/Olaokun_Soyinka,Nigeria,Olaokun_Soyinka,Nigeria,223.8,WESTERN AFRICA,1248925413.0,Start
Abubakar Y. Suleiman,https://en.wikipedia.org/wiki/Abubakar_Y._Suleiman,Nigeria,Abubakar_Y._Suleiman,Nigeria,223.8,WESTERN AFRICA,1248763179.0,Stub
Sunday Cyriacus Umeha,https://en.wikipedia.org/wiki/Sunday_Cyriacus_Umeha,Nigeria,Sunday_Cyriacus_Umeha,Nigeria,223.8,WESTERN AFRICA,1247120279.0,Start
Nkiru Sylvanus,https://en.wikipedia.org/wiki/Nkiru_Sylvanus,Nigeria,Nkiru_Sylvanus,Nigeria,223.8,WESTERN AFRICA,1246220078.0,C
Ibrahim Tahir,https://en.wikipedia.org/wiki/Ibrahim_Tahir,Nigeria,Ibrahim_Tahir,Nigeria,223.8,WESTERN AFRICA,1248763321.0,Start
Oshodi Tapa,https://en.wikipedia.org/wiki/Oshodi_Tapa,Nigeria,Oshodi_Tapa,Nigeria,223.8,WESTERN AFRICA,1216657149.0,C
