name,url,country,page_title,Geography,Population,region,revision_id,quality_score
Jules-Armand Aniambossou,https://en.wikipedia.org/wiki/Jules-Armand_Aniambossou,Benin,Jules-Armand_Aniambossou,Benin,13.7,WESTERN AFRICA,1248386169.0,Start
Francis Covi,https://en.wikipedia.org/wiki/Francis_Covi,Benin,Francis_Covi,Benin,13.7,WESTERN AFRICA,1197447438.0,Stub
Sefou Fagbohoun,https://en.wikipedia.org/wiki/Sefou_Fagbohoun,Benin,Sefou_Fagbohoun,Benin,13.7,WESTERN AFRICA,1244960174.0,Stub
Louis Hunkanrin,https://en.wikipedia.org/wiki/Louis_Hunkanrin,Benin,Louis_Hunkanrin,Benin,13.7,WESTERN AFRICA,1212917164.0,C
Louis Ignacio-Pinto,https://en.wikipedia.org/wiki/Louis_Ignacio-Pinto,Benin,Louis_Ignacio-Pinto,Benin,13.7,WESTERN AFRICA,1192236303.0,Stub
Arouna Mama,https://en.wikipedia.org/wiki/Arouna_Mama,Benin,Arouna_Mama,Benin,13.7,WESTERN AFRICA,1162194883.0,Start
D. N. Dhungyel,https://en.wikipedia.org/wiki/D._N._Dhungyel,Bhutan,D._N._Dhungyel,Bhutan,0.8,SOUTH ASIA,1226923015.0,Stub
Dorjee Wangmo,https://en.wikipedia.org/wiki/Dorjee_Wangmo,Bhutan,Dorjee_Wangmo,Bhutan,0.8,SOUTH ASIA,1060085965.0,Stub
Ugyen Dorji (DNT politician),https://en.wikipedia.org/wiki/Ugyen_Dorji_(DNT_politician),Bhutan,Ugyen_Dorji_(DNT_politician),Bhutan,0.8,SOUTH ASIA,1243793309.0,Start
Zangley Dukpa,https://en.wikipedia.org/wiki/Zangley_Dukpa,Bhutan,Zangley_Dukpa,Bhutan,0.8,SOUTH ASIA,1068932528.0,Stub
Dupthob,https://en.wikipedia.org/wiki/Dupthob,Bhutan,Dupthob,Bhutan,0.8,SOUTH ASIA,986218104.0,Stub
Choki Gyeltshen,https://en.wikipedia.org/wiki/Choki_Gyeltshen,Bhutan,Choki_Gyeltshen,Bhutan,0.8,SOUTH ASIA,967051066.0,Stub
Sherub Gyeltshen,https://en.wikipedia.org/wiki/Sherub_Gyeltshen,Bhutan,Sherub_Gyeltshen,Bhutan,0.8,SOUTH ASIA,1151261156.0,Start
Choida Jamtsho,https://en.wikipedia.org/wiki/Choida_Jamtsho,Bhutan,Choida_Jamtsho,Bhutan,0.8,SOUTH ASIA,1154610749.0,Start
Rinzin Jamtsho,https://en.wikipedia.org/wiki/Rinzin_Jamtsho,Bhutan,Rinzin_Jamtsho,Bhutan,0.8,SOUTH ASIA,986219619.0,Stub
Shingkhar Lam,https://en.wikipedia.org/wiki/Shingkhar_Lam,Bhutan,Shingkhar_Lam,Bhutan,0.8,SOUTH ASIA,1205968589.0,Start
Tshewang Lhamo,https://en.wikipedia.org/wiki/Tshewang_Lhamo,Bhutan,Tshewang_Lhamo,Bhutan,0.8,SOUTH ASIA,1134603390.0,Start
Kuenga Loday,https://en.wikipedia.org/wiki/Kuenga_Loday,Bhutan,Kuenga_Loday,Bhutan,0.8,SOUTH ASIA,1135378735.0,Stub
Dorji Namgyal,https://en.wikipedia.org/wiki/Dorji_Namgyal,Bhutan,Dorji_Namgyal,Bhutan,0.8,SOUTH ASIA,1157335890.0,Stub
Jigme Namgyal (Bhutan),https://en.wikipedia.org/wiki/Jigme_Namgyal_(Bhutan),Bhutan,Jigme_Namgyal_(Bhutan),Bhutan,0.8,SOUTH ASIA,1250417464.0,C
Kunzang C. Namgyel,https://en.wikipedia.org/wiki/Kunzang_C._Namgyel,Bhutan,Kunzang_C._Namgyel,Bhutan,0.8,SOUTH ASIA,1157055139.0,Start
Wangdi Norbu,https://en.wikipedia.org/wiki/Wangdi_Norbu,Bhutan,Wangdi_Norbu,Bhutan,0.8,SOUTH ASIA,1226646329.0,Stub
Pema Chewang,https://en.wikipedia.org/wiki/Pema_Chewang,Bhutan,Pema_Chewang,Bhutan,0.8,SOUTH ASIA,1241911285.0,Start
Pema Gyamtsho,https://en.wikipedia.org/wiki/Pema_Gyamtsho,Bhutan,Pema_Gyamtsho,Bhutan,0.8,SOUTH ASIA,1250135261.0,Start
Kinga Penjor,https://en.wikipedia.org/wiki/Kinga_Penjor,Bhutan,Kinga_Penjor,Bhutan,0.8,SOUTH ASIA,1029727171.0,Stub
Yeshey Penjor,https://en.wikipedia.org/wiki/Yeshey_Penjor,Bhutan,Yeshey_Penjor,Bhutan,0.8,SOUTH ASIA,1154435788.0,Start
Thakur S. Powdyel,https://en.wikipedia.org/wiki/Thakur_S._Powdyel,Bhutan,Thakur_S._Powdyel,Bhutan,0.8,SOUTH ASIA,1184305239.0,C
Jai Bir Rai,https://en.wikipedia.org/wiki/Jai_Bir_Rai,Bhutan,Jai_Bir_Rai,Bhutan,0.8,SOUTH ASIA,1247671463.0,Start
Karma Rangdol,https://en.wikipedia.org/wiki/Karma_Rangdol,Bhutan,Karma_Rangdol,Bhutan,0.8,SOUTH ASIA,1140545677.0,Stub
Chogyal Dago Rigdzin,https://en.wikipedia.org/wiki/Chogyal_Dago_Rigdzin,Bhutan,Chogyal_Dago_Rigdzin,Bhutan,0.8,SOUTH ASIA,1240180535.0,Stub
Loknath Sharma,https://en.wikipedia.org/wiki/Loknath_Sharma,Bhutan,Loknath_Sharma,Bhutan,0.8,SOUTH ASIA,1151281659.0,Start
Tenzin (politician),https://en.wikipedia.org/wiki/Tenzin_(politician),Bhutan,Tenzin_(politician),Bhutan,0.8,SOUTH ASIA,1244166908.0,Stub
Sonam Tobgye,https://en.wikipedia.org/wiki/Sonam_Tobgye,Bhutan,Sonam_Tobgye,Bhutan,0.8,SOUTH ASIA,1211978424.0,Start
Dorji Tshering,https://en.wikipedia.org/wiki/Dorji_Tshering,Bhutan,Dorji_Tshering,Bhutan,0.8,SOUTH ASIA,1205736909.0,Start
Kinga Tshering,https://en.wikipedia.org/wiki/Kinga_Tshering,Bhutan,Kinga_Tshering,Bhutan,0.8,SOUTH ASIA,1220863731.0,Start
Namgay Tshering,https://en.wikipedia.org/wiki/Namgay_Tshering,Bhutan,Namgay_Tshering,Bhutan,0.8,SOUTH ASIA,1226645464.0,Start
Ugyen Tshering,https://en.wikipedia.org/wiki/Ugyen_Tshering,Bhutan,Ugyen_Tshering,Bhutan,0.8,SOUTH ASIA,1216960207.0,Stub
Jigme Wangchuk,https://en.wikipedia.org/wiki/Jigme_Wangchuk,Bhutan,Jigme_Wangchuk,Bhutan,0.8,SOUTH ASIA,1076705305.0,Stub
Lhatu Wangchuk,https://en.wikipedia.org/wiki/Lhatu_Wangchuk,Bhutan,Lhatu_Wangchuk,Bhutan,0.8,SOUTH ASIA,1242666773.0,Stub
Khandu Wangchuk,https://en.wikipedia.org/wiki/Khandu_Wangchuk,Bhutan,Khandu_Wangchuk,Bhutan,0.8,SOUTH ASIA,1225408958.0,Start
Norbu Wangchuk,https://en.wikipedia.org/wiki/Norbu_Wangchuk,Bhutan,Norbu_Wangchuk,Bhutan,0.8,SOUTH ASIA,1105642733.0,Stub
Tshering Wangchuk,https://en.wikipedia.org/wiki/Tshering_Wangchuk,Bhutan,Tshering_Wangchuk,Bhutan,0.8,SOUTH ASIA,1227847643.0,Start
Karma Donnen Wangdi,https://en.wikipedia.org/wiki/Karma_Donnen_Wangdi,Bhutan,Karma_Donnen_Wangdi,Bhutan,0.8,SOUTH ASIA,1150559998.0,Start
Tshencho Wangdi,https://en.wikipedia.org/wiki/Tshencho_Wangdi,Bhutan,Tshencho_Wangdi,Bhutan,0.8,SOUTH ASIA,935053725.0,Start
Ugyen Wangdi,https://en.wikipedia.org/wiki/Ugyen_Wangdi,Bhutan,Ugyen_Wangdi,Bhutan,0.8,SOUTH ASIA,1010522641.0,Stub
Dechen Wangmo (politician),https://en.wikipedia.org/wiki/Dechen_Wangmo_(politician),Bhutan,Dechen_Wangmo_(politician),Bhutan,0.8,SOUTH ASIA,1198222416.0,Start
Dechen Zangmo,https://en.wikipedia.org/wiki/Dechen_Zangmo,Bhutan,Dechen_Zangmo,Bhutan,0.8,SOUTH ASIA,1212616003.0,Stub
Neten Zangmo,https://en.wikipedia.org/wiki/Neten_Zangmo,Bhutan,Neten_Zangmo,Bhutan,0.8,SOUTH ASIA,1244820972.0,Start
Nidup Zangpo,https://en.wikipedia.org/wiki/Nidup_Zangpo,Bhutan,Nidup_Zangpo,Bhutan,0.8,SOUTH ASIA,1179648130.0,Stub
Yeshey Zimba,https://en.wikipedia.org/wiki/Yeshey_Zimba,Bhutan,Yeshey_Zimba,Bhutan,0.8,SOUTH ASIA,1245331050.0,Start
Nataniel Aguirre,https://en.wikipedia.org/wiki/Nataniel_Aguirre,Bolivia,Nataniel_Aguirre,Bolivia,12.2,SOUTH AMERICA,1226514494.0,C
Francisco Argandoña,https://en.wikipedia.org/wiki/Francisco_Argandoña,Bolivia,Francisco_Argandoña,Bolivia,12.2,SOUTH AMERICA,1227518824.0,Start
Atanasio de Urioste Velasco,https://en.wikipedia.org/wiki/Atanasio_de_Urioste_Velasco,Bolivia,Atanasio_de_Urioste_Velasco,Bolivia,12.2,SOUTH AMERICA,1227518654.0,GA
Isaac Ávalos,https://en.wikipedia.org/wiki/Isaac_Ávalos,Bolivia,Isaac_Ávalos,Bolivia,12.2,SOUTH AMERICA,1226316088.0,Stub
Augusto Céspedes,https://en.wikipedia.org/wiki/Augusto_Céspedes,Bolivia,Augusto_Céspedes,Bolivia,12.2,SOUTH AMERICA,1231708987.0,Start
Adolfo Chávez,https://en.wikipedia.org/wiki/Adolfo_Chávez,Bolivia,Adolfo_Chávez,Bolivia,12.2,SOUTH AMERICA,1248979046.0,Stub
Chi Hyun Chung,https://en.wikipedia.org/wiki/Chi_Hyun_Chung,Bolivia,Chi_Hyun_Chung,Bolivia,12.2,SOUTH AMERICA,1241844844.0,C
Pantaleón Dalence,https://en.wikipedia.org/wiki/Pantaleón_Dalence,Bolivia,Pantaleón_Dalence,Bolivia,12.2,SOUTH AMERICA,1227643398.0,C
Rafael Peña,https://en.wikipedia.org/wiki/Rafael_Peña,Bolivia,Rafael_Peña,Bolivia,12.2,SOUTH AMERICA,1228024668.0,Start
Marcelo Elío,https://en.wikipedia.org/wiki/Marcelo_Elío,Bolivia,Marcelo_Elío,Bolivia,12.2,SOUTH AMERICA,1219316021.0,Stub
Marcial Fabricano,https://en.wikipedia.org/wiki/Marcial_Fabricano,Bolivia,Marcial_Fabricano,Bolivia,12.2,SOUTH AMERICA,1064844718.0,Start
Fernando Eloy Guachalla,https://en.wikipedia.org/wiki/Fernando_Eloy_Guachalla,Bolivia,Fernando_Eloy_Guachalla,Bolivia,12.2,SOUTH AMERICA,1239045289.0,Stub
Toribia Lero Quispe,https://en.wikipedia.org/wiki/Toribia_Lero_Quispe,Bolivia,Toribia_Lero_Quispe,Bolivia,12.2,SOUTH AMERICA,1242300969.0,Stub
Antonio Machaca,https://en.wikipedia.org/wiki/Antonio_Machaca,Bolivia,Antonio_Machaca,Bolivia,12.2,SOUTH AMERICA,1219966135.0,Stub
Adolfo Mendoza,https://en.wikipedia.org/wiki/Adolfo_Mendoza,Bolivia,Adolfo_Mendoza,Bolivia,12.2,SOUTH AMERICA,1214469646.0,Stub
Manuel de Molina Zamudio,https://en.wikipedia.org/wiki/Manuel_de_Molina_Zamudio,Bolivia,Manuel_de_Molina_Zamudio,Bolivia,12.2,SOUTH AMERICA,1234177241.0,C
Pedro Domingo Murillo,https://en.wikipedia.org/wiki/Pedro_Domingo_Murillo,Bolivia,Pedro_Domingo_Murillo,Bolivia,12.2,SOUTH AMERICA,1234930001.0,Start
Francisco Burdett O'Connor,https://en.wikipedia.org/wiki/Francisco_Burdett_O'Connor,Bolivia,Francisco_Burdett_O'Connor,Bolivia,12.2,SOUTH AMERICA,1226589407.0,GA
Manuel Luis de Oliden,https://en.wikipedia.org/wiki/Manuel_Luis_de_Oliden,Bolivia,Manuel_Luis_de_Oliden,Bolivia,12.2,SOUTH AMERICA,1227718125.0,Stub
Simón Iturri Patiño,https://en.wikipedia.org/wiki/Simón_Iturri_Patiño,Bolivia,Simón_Iturri_Patiño,Bolivia,12.2,SOUTH AMERICA,1237235215.0,C
Bonifacio Pinedo,https://en.wikipedia.org/wiki/Bonifacio_Pinedo,Bolivia,Bonifacio_Pinedo,Bolivia,12.2,SOUTH AMERICA,1249373475.0,B
Julio Pinedo,https://en.wikipedia.org/wiki/Julio_Pinedo,Bolivia,Julio_Pinedo,Bolivia,12.2,SOUTH AMERICA,1250888240.0,Start
Gary Prado Salmón,https://en.wikipedia.org/wiki/Gary_Prado_Salmón,Bolivia,Gary_Prado_Salmón,Bolivia,12.2,SOUTH AMERICA,1195939890.0,Start
José Mariano Serrano,https://en.wikipedia.org/wiki/José_Mariano_Serrano,Bolivia,José_Mariano_Serrano,Bolivia,12.2,SOUTH AMERICA,1102912474.0,Stub
Moisés Torres (politician),https://en.wikipedia.org/wiki/Moisés_Torres_(politician),Bolivia,Moisés_Torres_(politician),Bolivia,12.2,SOUTH AMERICA,1227642782.0,Start
Fernando Vargas Mosua,https://en.wikipedia.org/wiki/Fernando_Vargas_Mosua,Bolivia,Fernando_Vargas_Mosua,Bolivia,12.2,SOUTH AMERICA,1218741477.0,Start
Jaime de Zudáñez,https://en.wikipedia.org/wiki/Jaime_de_Zudáñez,Bolivia,Jaime_de_Zudáñez,Bolivia,12.2,SOUTH AMERICA,1229058411.0,Start
Kemal Ademović,https://en.wikipedia.org/wiki/Kemal_Ademović,Bosnia Herzegovina,Kemal_Ademović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1242412154.0,Stub
Mehmed Alajbegović,https://en.wikipedia.org/wiki/Mehmed_Alajbegović,Bosnia Herzegovina,Mehmed_Alajbegović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1250318982.0,C
Boško Baškot,https://en.wikipedia.org/wiki/Boško_Baškot,Bosnia Herzegovina,Boško_Baškot,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1153745598.0,Stub
Salko Bukvarević,https://en.wikipedia.org/wiki/Salko_Bukvarević,Bosnia Herzegovina,Salko_Bukvarević,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1152217397.0,Start
Sabina Ćudić,https://en.wikipedia.org/wiki/Sabina_Ćudić,Bosnia Herzegovina,Sabina_Ćudić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1248877827.0,Start
Dženan Đonlagić,https://en.wikipedia.org/wiki/Dženan_Đonlagić,Bosnia Herzegovina,Dženan_Đonlagić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1177822723.0,Start
Edin Forto,https://en.wikipedia.org/wiki/Edin_Forto,Bosnia Herzegovina,Edin_Forto,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1220369102.0,C
Dževad Galijašević,https://en.wikipedia.org/wiki/Dževad_Galijašević,Bosnia Herzegovina,Dževad_Galijašević,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1239849237.0,C
Josip Grubeša,https://en.wikipedia.org/wiki/Josip_Grubeša,Bosnia Herzegovina,Josip_Grubeša,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1208916358.0,Start
Ankica Gudeljević,https://en.wikipedia.org/wiki/Ankica_Gudeljević,Bosnia Herzegovina,Ankica_Gudeljević,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1208918047.0,Start
Hakija Hadžić,https://en.wikipedia.org/wiki/Hakija_Hadžić,Bosnia Herzegovina,Hakija_Hadžić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1230312593.0,Start
Mirsad Hadžikadić,https://en.wikipedia.org/wiki/Mirsad_Hadžikadić,Bosnia Herzegovina,Mirsad_Hadžikadić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1240877452.0,Start
Sanjin Halimović,https://en.wikipedia.org/wiki/Sanjin_Halimović,Bosnia Herzegovina,Sanjin_Halimović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1241231943.0,Start
Sevlid Hurtić,https://en.wikipedia.org/wiki/Sevlid_Hurtić,Bosnia Herzegovina,Sevlid_Hurtić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1232585595.0,C
Husein Miljković,https://en.wikipedia.org/wiki/Husein_Miljković,Bosnia Herzegovina,Husein_Miljković,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1242157045.0,GA
Jasmin Imamović,https://en.wikipedia.org/wiki/Jasmin_Imamović,Bosnia Herzegovina,Jasmin_Imamović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1234052579.0,Start
Adamir Jerković,https://en.wikipedia.org/wiki/Adamir_Jerković,Bosnia Herzegovina,Adamir_Jerković,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1247049881.0,C
Esed Kadrić,https://en.wikipedia.org/wiki/Esed_Kadrić,Bosnia Herzegovina,Esed_Kadrić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1244486253.0,Stub
Mehmed Kapetanović,https://en.wikipedia.org/wiki/Mehmed_Kapetanović,Bosnia Herzegovina,Mehmed_Kapetanović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1245241762.0,Start
Osman Karabegović,https://en.wikipedia.org/wiki/Osman_Karabegović,Bosnia Herzegovina,Osman_Karabegović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1243518890.0,C
Rusmir Mahmutćehajić,https://en.wikipedia.org/wiki/Rusmir_Mahmutćehajić,Bosnia Herzegovina,Rusmir_Mahmutćehajić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1227279651.0,Start
Amor Mašović,https://en.wikipedia.org/wiki/Amor_Mašović,Bosnia Herzegovina,Amor_Mašović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1191081387.0,Start
Božidar Matić,https://en.wikipedia.org/wiki/Božidar_Matić,Bosnia Herzegovina,Božidar_Matić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1248791274.0,C
Dragan Mektić,https://en.wikipedia.org/wiki/Dragan_Mektić,Bosnia Herzegovina,Dragan_Mektić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1224295220.0,C
Ademaga Mešić,https://en.wikipedia.org/wiki/Ademaga_Mešić,Bosnia Herzegovina,Ademaga_Mešić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1227059736.0,C
Jelka Miličević,https://en.wikipedia.org/wiki/Jelka_Miličević,Bosnia Herzegovina,Jelka_Miličević,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1208917045.0,Start
Abdulah Mutapčić,https://en.wikipedia.org/wiki/Abdulah_Mutapčić,Bosnia Herzegovina,Abdulah_Mutapčić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1229796197.0,Stub
Abdulah Nakaš,https://en.wikipedia.org/wiki/Abdulah_Nakaš,Bosnia Herzegovina,Abdulah_Nakaš,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1175001666.0,Start
Damir Nikšić,https://en.wikipedia.org/wiki/Damir_Nikšić,Bosnia Herzegovina,Damir_Nikšić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1245042669.0,C
Ismet Popovac,https://en.wikipedia.org/wiki/Ismet_Popovac,Bosnia Herzegovina,Ismet_Popovac,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1231812222.0,FA
Hakija Pozderac,https://en.wikipedia.org/wiki/Hakija_Pozderac,Bosnia Herzegovina,Hakija_Pozderac,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1184510646.0,Start
Hamdija Pozderac,https://en.wikipedia.org/wiki/Hamdija_Pozderac,Bosnia Herzegovina,Hamdija_Pozderac,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1195934285.0,C
Nurija Pozderac,https://en.wikipedia.org/wiki/Nurija_Pozderac,Bosnia Herzegovina,Nurija_Pozderac,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1197296458.0,Start
Đuro Pucar,https://en.wikipedia.org/wiki/Đuro_Pucar,Bosnia Herzegovina,Đuro_Pucar,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1244979237.0,C
Svetozar Pudarić,https://en.wikipedia.org/wiki/Svetozar_Pudarić,Bosnia Herzegovina,Svetozar_Pudarić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1156216427.0,Start
Alen Šeranić,https://en.wikipedia.org/wiki/Alen_Šeranić,Bosnia Herzegovina,Alen_Šeranić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1202430663.0,Start
Uglješa Uzelac,https://en.wikipedia.org/wiki/Uglješa_Uzelac,Bosnia Herzegovina,Uglješa_Uzelac,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1231181406.0,Start
Nezir Škaljić,https://en.wikipedia.org/wiki/Nezir_Škaljić,Bosnia Herzegovina,Nezir_Škaljić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1198617659.0,C
Ibrahim Spahić,https://en.wikipedia.org/wiki/Ibrahim_Spahić,Bosnia Herzegovina,Ibrahim_Spahić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1246499104.0,Start
Jelena Trivić,https://en.wikipedia.org/wiki/Jelena_Trivić,Bosnia Herzegovina,Jelena_Trivić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1214253428.0,C
Milan Uzelac,https://en.wikipedia.org/wiki/Milan_Uzelac,Bosnia Herzegovina,Milan_Uzelac,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1243511577.0,Start
Dragan Vikić,https://en.wikipedia.org/wiki/Dragan_Vikić,Bosnia Herzegovina,Dragan_Vikić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1242397174.0,C
Miloš Vukašinović,https://en.wikipedia.org/wiki/Miloš_Vukašinović,Bosnia Herzegovina,Miloš_Vukašinović,Bosnia Herzegovina,3.4,SOUTHERN EUROPE,1221047215.0,Start
Philip Matante,https://en.wikipedia.org/wiki/Philip_Matante,Botswana,Philip_Matante,Botswana,2.7,SOUTHERN AFRICA,1246418220.0,C
Leetile Disang Raditladi,https://en.wikipedia.org/wiki/Leetile_Disang_Raditladi,Botswana,Leetile_Disang_Raditladi,Botswana,2.7,SOUTHERN AFRICA,1178476996.0,C
Patrick van Rensburg,https://en.wikipedia.org/wiki/Patrick_van_Rensburg,Botswana,Patrick_van_Rensburg,Botswana,2.7,SOUTHERN AFRICA,1247394394.0,C
Tobias de Aguiar,https://en.wikipedia.org/wiki/Tobias_de_Aguiar,Brazil,Tobias_de_Aguiar,Brazil,204.0,SOUTH AMERICA,1226478932.0,Stub
Medeiros e Albuquerque,https://en.wikipedia.org/wiki/Medeiros_e_Albuquerque,Brazil,Medeiros_e_Albuquerque,Brazil,204.0,SOUTH AMERICA,1176588076.0,Start
Léo de Almeida Neves,https://en.wikipedia.org/wiki/Léo_de_Almeida_Neves,Brazil,Léo_de_Almeida_Neves,Brazil,204.0,SOUTH AMERICA,1182796131.0,Stub
Antônio Pinto Chichorro da Gama,https://en.wikipedia.org/wiki/Antônio_Pinto_Chichorro_da_Gama,Brazil,Antônio_Pinto_Chichorro_da_Gama,Brazil,204.0,SOUTH AMERICA,1224035109.0,Stub
Cipriano Barata,https://en.wikipedia.org/wiki/Cipriano_Barata,Brazil,Cipriano_Barata,Brazil,204.0,SOUTH AMERICA,1248173582.0,Start
Jader Barbalho Filho,https://en.wikipedia.org/wiki/Jader_Barbalho_Filho,Brazil,Jader_Barbalho_Filho,Brazil,204.0,SOUTH AMERICA,1153333232.0,Stub
Irani Barbosa,https://en.wikipedia.org/wiki/Irani_Barbosa,Brazil,Irani_Barbosa,Brazil,204.0,SOUTH AMERICA,1199631944.0,Stub
Djalma Bastos de Morais,https://en.wikipedia.org/wiki/Djalma_Bastos_de_Morais,Brazil,Djalma_Bastos_de_Morais,Brazil,204.0,SOUTH AMERICA,1180933919.0,Stub
"Henrique de Beaurepaire-Rohan, Viscount of Beaurepaire-Rohan","https://en.wikipedia.org/wiki/Henrique_de_Beaurepaire-Rohan,_Viscount_of_Beaurepaire-Rohan",Brazil,"Henrique_de_Beaurepaire-Rohan,_Viscount_of_Beaurepaire-Rohan",Brazil,204.0,SOUTH AMERICA,1117645422.0,Stub
Natália Bastos Bonavides,https://en.wikipedia.org/wiki/Natália_Bastos_Bonavides,Brazil,Natália_Bastos_Bonavides,Brazil,204.0,SOUTH AMERICA,1246064882.0,Stub
Marcos Braz,https://en.wikipedia.org/wiki/Marcos_Braz,Brazil,Marcos_Braz,Brazil,204.0,SOUTH AMERICA,1194912644.0,Stub
Amador Bueno,https://en.wikipedia.org/wiki/Amador_Bueno,Brazil,Amador_Bueno,Brazil,204.0,SOUTH AMERICA,1218000288.0,Start
Maurício Campos de Medeiros,https://en.wikipedia.org/wiki/Maurício_Campos_de_Medeiros,Brazil,Maurício_Campos_de_Medeiros,Brazil,204.0,SOUTH AMERICA,1250050202.0,Start
Marcelo Cecé,https://en.wikipedia.org/wiki/Marcelo_Cecé,Brazil,Marcelo_Cecé,Brazil,204.0,SOUTH AMERICA,1226004242.0,Stub
Izolda Cela,https://en.wikipedia.org/wiki/Izolda_Cela,Brazil,Izolda_Cela,Brazil,204.0,SOUTH AMERICA,1246064910.0,GA
Margarete Coelho,https://en.wikipedia.org/wiki/Margarete_Coelho,Brazil,Margarete_Coelho,Brazil,204.0,SOUTH AMERICA,1234976623.0,Start
Paulo Corrêa,https://en.wikipedia.org/wiki/Paulo_Corrêa,Brazil,Paulo_Corrêa,Brazil,204.0,SOUTH AMERICA,1232482469.0,Start
Miguel Couto,https://en.wikipedia.org/wiki/Miguel_Couto,Brazil,Miguel_Couto,Brazil,204.0,SOUTH AMERICA,1237350838.0,Start
João Cunha (politician),https://en.wikipedia.org/wiki/João_Cunha_(politician),Brazil,João_Cunha_(politician),Brazil,204.0,SOUTH AMERICA,1100962574.0,Stub
"Manuel Jacinto Nogueira da Gama, Marquis of Baependi","https://en.wikipedia.org/wiki/Manuel_Jacinto_Nogueira_da_Gama,_Marquis_of_Baependi",Brazil,"Manuel_Jacinto_Nogueira_da_Gama,_Marquis_of_Baependi",Brazil,204.0,SOUTH AMERICA,1241496689.0,Start
Aécio de Borba,https://en.wikipedia.org/wiki/Aécio_de_Borba,Brazil,Aécio_de_Borba,Brazil,204.0,SOUTH AMERICA,1232075289.0,Stub
José Abílio Silva de Santana,https://en.wikipedia.org/wiki/José_Abílio_Silva_de_Santana,Brazil,José_Abílio_Silva_de_Santana,Brazil,204.0,SOUTH AMERICA,1247550991.0,Stub
Alércio Dias,https://en.wikipedia.org/wiki/Alércio_Dias,Brazil,Alércio_Dias,Brazil,204.0,SOUTH AMERICA,1101206546.0,Stub
Délio dos Santos,https://en.wikipedia.org/wiki/Délio_dos_Santos,Brazil,Délio_dos_Santos,Brazil,204.0,SOUTH AMERICA,1159365191.0,Stub
Ademar Frederico Duwe,https://en.wikipedia.org/wiki/Ademar_Frederico_Duwe,Brazil,Ademar_Frederico_Duwe,Brazil,204.0,SOUTH AMERICA,1232135695.0,Stub
Paulo Cesar Farias,https://en.wikipedia.org/wiki/Paulo_Cesar_Farias,Brazil,Paulo_Cesar_Farias,Brazil,204.0,SOUTH AMERICA,1234365972.0,Start
Emília Fernandes,https://en.wikipedia.org/wiki/Emília_Fernandes,Brazil,Emília_Fernandes,Brazil,204.0,SOUTH AMERICA,1232431995.0,C
José Carlos da Silva Mayrink Ferrão,https://en.wikipedia.org/wiki/José_Carlos_da_Silva_Mayrink_Ferrão,Brazil,José_Carlos_da_Silva_Mayrink_Ferrão,Brazil,204.0,SOUTH AMERICA,1194157482.0,Start
Juscelino Filho,https://en.wikipedia.org/wiki/Juscelino_Filho,Brazil,Juscelino_Filho,Brazil,204.0,SOUTH AMERICA,1187809146.0,Start
